brand_name_rx_count,gender,generic_rx_count,region,settlement_type,specialty,years_practicing
282,M,2107,Midwest,non-urban,Nephrology,7
1330,M,3137,Northeast,non-urban,Cardiovascular Disease,7
3092,M,11433,West,urban,Geriatric Medicine,7
427,M,4665,Midwest,non-urban,Interventional Cardiology,8
584,M,3559,South,non-urban,Neurology,7
546,M,3881,South,non-urban,Psychiatry,7
1342,M,5573,South,non-urban,Cardiovascular Disease,8
1408,F,5852,South,non-urban,Cardiovascular Disease,8
948,M,2908,South,non-urban,Neurology,7
570,M,3564,South,non-urban,Rheumatology,7
1396,F,9420,South,urban,Family,5
4014,M,21960,Midwest,urban,Cardiovascular Disease,7
1163,M,6896,South,urban,Pulmonary Disease,8
2822,M,14633,South,non-urban,Rheumatology,7
232,F,1721,Midwest,non-urban,Family,2
1006,M,3002,Midwest,non-urban,Psychiatry,7
538,M,2480,Midwest,non-urban,Nephrology,7
965,F,5171,South,non-urban,Family,7
880,M,2478,Northeast,non-urban,Nephrology,8
3208,M,11933,Northeast,non-urban,Cardiovascular Disease,7
2821,M,1226,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
807,M,4268,South,urban,Rheumatology,8
2442,M,9027,West,non-urban,Nephrology,7
625,F,3611,Northeast,non-urban,Family,7
1400,M,7854,South,urban,Cardiovascular Disease,8
358,M,1630,Midwest,non-urban,Nephrology,8
674,M,2872,South,non-urban,Neurology,7
397,F,3107,South,urban,Psychiatry,6
951,M,3970,West,non-urban,Cardiovascular Disease,7
792,M,2703,Northeast,non-urban,Cardiovascular Disease,8
505,M,3015,Northeast,urban,Cardiovascular Disease,8
1395,M,2038,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
1715,M,7144,South,non-urban,Geriatric Medicine,7
1048,M,3883,Northeast,non-urban,Psychiatry,8
3260,M,9885,Northeast,non-urban,Cardiovascular Disease,7
1275,M,799,South,urban,Infectious Disease,5
1239,M,17185,Northeast,non-urban,Psychiatry,7
349,F,1284,South,non-urban,Family,4
545,M,6936,South,non-urban,Psychiatry,7
910,F,5635,West,non-urban,Family,7
447,M,4520,Midwest,urban,Psychiatry,8
410,F,2512,South,non-urban,Family,1
735,M,3257,Midwest,non-urban,Cardiovascular Disease,8
157,M,2482,South,non-urban,Adult Health,1
400,F,3343,South,non-urban,Family,8
385,M,3449,Northeast,urban,Psychiatry,7
365,M,1990,South,non-urban,Cardiovascular Disease,7
1023,M,3436,Northeast,non-urban,Cardiovascular Disease,8
785,M,4152,West,non-urban,Neurology,7
286,M,2285,Northeast,non-urban,Family,7
1541,M,4095,South,non-urban,Cardiovascular Disease,8
409,F,2981,South,urban,Family,8
745,M,4690,Northeast,urban,Cardiovascular Disease,8
1494,M,10222,South,non-urban,Adult Health,7
925,F,4168,Northeast,non-urban,Nephrology,7
3038,M,2329,South,urban,Infectious Disease,6
798,M,3280,South,non-urban,Neurology,7
195,F,1702,South,non-urban,Family,2
265,M,1325,South,non-urban,Nephrology,7
541,M,3056,West,non-urban,Cardiovascular Disease,8
570,F,4039,South,urban,Cardiovascular Disease,8
1139,M,7077,South,non-urban,Medical,6
1104,M,4095,Midwest,urban,Cardiovascular Disease,7
622,M,3649,Northeast,urban,Psychiatry,7
442,M,1847,West,non-urban,Nephrology,8
221,F,1700,South,non-urban,Family,2
2382,M,15482,Northeast,non-urban,Geriatric Medicine,8
642,F,3178,South,urban,Medical,5
1096,M,6690,South,urban,Psychiatry,7
909,F,4470,West,non-urban,Cardiovascular Disease,7
814,M,4087,South,urban,Cardiovascular Disease,8
645,M,2100,South,urban,Hematology & Oncology,7
973,M,6959,Midwest,urban,Psychiatry,7
650,M,3467,West,urban,Cardiovascular Disease,7
241,F,1655,Northeast,non-urban,Geriatric Medicine,7
534,M,4435,Midwest,non-urban,Neurology,8
406,M,6626,South,non-urban,Interventional Pain Medicine,6
308,F,1358,South,non-urban,Geriatric Medicine,7
1583,F,5110,Northeast,non-urban,Medical,8
1491,M,4979,Northeast,non-urban,Cardiovascular Disease,6
478,M,2262,South,non-urban,Nephrology,7
1138,M,5202,Northeast,urban,Adult Medicine,8
638,M,8150,South,non-urban,Psychiatry,6
1395,M,4870,Northeast,non-urban,Cardiovascular Disease,8
473,F,2290,South,urban,Family,1
694,M,2904,Midwest,urban,Neurology,8
259,F,2207,Northeast,non-urban,Family,7
1832,F,2482,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
442,M,2463,West,urban,Medical,8
278,M,2262,South,urban,Psychiatry,7
842,M,7579,Midwest,urban,Psychiatry,8
626,M,4809,South,urban,Psychiatry,7
756,F,2904,Northeast,urban,Medical,6
737,M,4561,Northeast,non-urban,Psychiatry,7
402,M,2434,Northeast,non-urban,Cardiovascular Disease,7
1719,M,14717,South,non-urban,Adult Medicine,8
1264,M,3652,West,non-urban,Neurology,8
2072,F,3239,Midwest,urban,Family,7
2480,M,11936,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
446,M,2974,Midwest,non-urban,Neurology,6
3750,M,4576,South,urban,"Endocrinology, Diabetes & Metabolism",7
989,M,2842,South,non-urban,Neurology,8
427,F,2667,Northeast,non-urban,Cardiovascular Disease,8
1598,M,9839,Northeast,urban,Geriatric Medicine,7
609,M,2523,Midwest,urban,Cardiovascular Disease,8
1931,M,3924,Northeast,non-urban,Pulmonary Disease,7
296,F,1356,Midwest,non-urban,Family,5
1057,M,4922,Midwest,non-urban,Cardiovascular Disease,7
300,M,1234,South,urban,Nephrology,7
1346,F,9503,South,urban,Nephrology,6
320,M,2568,South,non-urban,Psychiatry,5
571,M,2078,West,non-urban,Psychiatry,7
392,F,4248,Midwest,urban,Gerontology,7
279,M,2197,South,urban,Nephrology,7
1255,F,3349,Northeast,non-urban,Rheumatology,7
541,F,1927,South,urban,Family,1
588,F,2245,South,urban,Family,7
2171,M,2065,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",7
565,M,2338,Midwest,non-urban,Cardiovascular Disease,7
547,M,3244,South,non-urban,Nephrology,8
370,M,2162,West,non-urban,Cardiovascular Disease,8
202,F,1551,South,non-urban,Family,6
621,M,2721,Northeast,non-urban,Medical,7
549,M,2521,South,non-urban,Rheumatology,8
520,F,4249,South,non-urban,Family,7
409,M,2372,Midwest,non-urban,Cardiovascular Disease,7
1205,F,6011,South,urban,Family,6
290,M,1776,Midwest,non-urban,Nephrology,5
702,M,6094,Midwest,urban,Psychiatry,7
254,M,3547,Midwest,urban,Psychiatry,7
974,M,9008,West,non-urban,Cardiovascular Disease,6
287,F,2461,Midwest,non-urban,Geriatric Medicine,8
514,M,3271,Midwest,non-urban,Nephrology,7
6762,F,33219,West,non-urban,Geriatric Medicine,7
10574,M,38547,Midwest,urban,Geriatric Medicine,7
1016,F,3051,Northeast,non-urban,Adult Health,8
156,F,1552,South,non-urban,Adult Health,1
156,M,1685,South,urban,Hematology & Oncology,8
905,F,6766,South,non-urban,Psychiatry,8
4126,M,20723,West,non-urban,Pulmonary Disease,7
454,M,4432,South,non-urban,Adult Medicine,7
1465,M,6495,South,non-urban,Cardiovascular Disease,8
607,F,3417,Northeast,non-urban,Family,7
5150,F,21542,South,urban,Psychiatry,8
107,M,2088,South,urban,"Endocrinology, Diabetes & Metabolism",7
281,F,2337,Midwest,non-urban,Family,5
490,F,3672,West,non-urban,Geriatric Medicine,7
240,F,1164,South,non-urban,Family,6
449,M,3180,Midwest,urban,Nephrology,7
871,F,4330,Midwest,non-urban,Acute Care,6
491,M,2711,South,non-urban,Psychiatry,7
657,M,4615,Midwest,urban,Psychiatry,7
677,M,6104,Midwest,urban,Cardiovascular Disease,8
1194,M,7199,Midwest,non-urban,Rheumatology,8
611,M,2871,South,non-urban,Cardiovascular Disease,7
342,F,3024,South,urban,Family,3
1991,M,5185,West,non-urban,Geriatric Medicine,6
771,M,4978,Midwest,urban,Cardiovascular Disease,8
864,M,1289,Northeast,non-urban,Gastroenterology,7
1047,M,2869,West,non-urban,Cardiovascular Disease,7
721,F,1911,Midwest,urban,Primary Care,7
592,M,3383,Midwest,non-urban,Interventional Cardiology,8
595,M,2070,Midwest,non-urban,Geriatric Medicine,6
441,M,2973,Northeast,non-urban,Cardiovascular Disease,8
649,F,2815,Midwest,non-urban,Child & Adolescent Psychiatry,7
666,M,4044,Midwest,non-urban,Geriatric Medicine,8
331,M,3225,South,urban,Medical,7
489,M,2840,South,urban,Cardiovascular Disease,8
355,M,2150,Midwest,non-urban,Neurology,7
466,F,945,South,non-urban,Medical,4
3136,M,5182,Midwest,non-urban,Psychiatry,6
1699,M,1743,South,urban,Pulmonary Disease,7
325,M,1589,Midwest,urban,Nephrology,7
787,M,5427,West,urban,Nephrology,7
4031,M,13376,West,urban,"Endocrinology, Diabetes & Metabolism",8
373,M,2514,West,non-urban,Medical,7
578,M,1686,West,non-urban,Neurology,7
596,F,5937,West,urban,Psychiatry,7
656,F,2783,Northeast,urban,Family,4
2723,M,8957,Northeast,non-urban,Psychiatry,7
1099,M,1962,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
570,F,1666,Midwest,non-urban,Nephrology,8
256,M,1469,Northeast,non-urban,Geriatric Medicine,7
228,F,1579,Midwest,non-urban,Family,7
1711,M,8416,South,urban,Rheumatology,8
165,F,1492,South,urban,Hematology & Oncology,7
646,M,5849,West,non-urban,Geriatric Medicine,7
575,F,2692,West,non-urban,Neurology,7
1983,M,9208,Northeast,non-urban,Geriatric Medicine,8
149,M,1067,West,non-urban,Medical,7
863,M,1735,South,urban,Neurology,8
318,F,3039,South,non-urban,Adult Medicine,7
793,M,5190,South,non-urban,Cardiovascular Disease,8
1045,M,2465,Midwest,non-urban,Cardiovascular Disease,7
174,F,1297,South,urban,Medical,8
1078,M,8823,South,urban,Cardiovascular Disease,8
1466,M,7522,Northeast,non-urban,Nephrology,7
538,F,3856,Midwest,urban,Medical,5
1870,M,8467,West,non-urban,Geriatric Medicine,7
387,F,3261,West,non-urban,Family,7
1522,M,2386,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",7
220,M,1801,Midwest,urban,Nephrology,7
481,F,1900,South,non-urban,Neurology,7
777,F,9117,South,non-urban,Psychiatry,7
1111,M,2445,West,non-urban,Cardiovascular Disease,7
174,F,1454,West,urban,Medical,1
2248,M,6361,Northeast,urban,Pulmonary Disease,7
564,F,3290,South,non-urban,Nephrology,8
1088,M,6592,South,non-urban,Psychiatry,8
2185,F,1852,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
1721,M,5344,Midwest,urban,Cardiovascular Disease,8
336,F,2451,West,non-urban,Cardiovascular Disease,6
985,F,2733,Northeast,non-urban,Rheumatology,7
1072,M,3773,Northeast,non-urban,Cardiovascular Disease,8
697,F,6284,South,non-urban,Family,1
1749,M,3423,South,non-urban,"Endocrinology, Diabetes & Metabolism",8
500,M,2067,Northeast,non-urban,Neurology,8
2327,M,13594,West,non-urban,Critical Care Medicine,7
1673,M,9735,Midwest,urban,Psychiatry,8
1184,M,6178,West,non-urban,Cardiovascular Disease,7
392,F,3471,West,urban,Psychiatry,7
279,F,2171,Midwest,non-urban,Adult Health,7
890,F,4060,Northeast,non-urban,Adolescent Medicine,8
682,F,4082,Northeast,non-urban,Adult Health,2
969,M,5845,West,urban,Cardiovascular Disease,7
1054,M,7838,South,non-urban,Rheumatology,7
358,M,2266,West,non-urban,Hematology & Oncology,7
409,F,3069,South,urban,Family,6
351,M,4785,West,non-urban,Cardiovascular Disease,7
250,F,2115,South,non-urban,Family,5
1108,M,5879,South,urban,Cardiovascular Disease,6
491,F,3232,Midwest,non-urban,Family,3
604,M,4333,South,urban,Medical,5
592,F,3457,Midwest,urban,Family,8
1125,M,6859,West,urban,Family,8
2204,M,9555,Northeast,non-urban,Hematology & Oncology,7
634,M,2050,West,urban,Nephrology,6
2247,M,6473,West,non-urban,Pulmonary Disease,7
863,M,4733,South,urban,Cardiovascular Disease,7
296,F,1908,South,urban,Medical,7
591,F,3625,West,non-urban,Psychiatry,8
1042,M,6456,Northeast,non-urban,Nephrology,7
438,M,2564,South,non-urban,Cardiovascular Disease,7
368,F,3164,West,non-urban,Family,4
210,F,1358,Northeast,non-urban,Medical,1
1613,M,7568,Northeast,urban,Cardiovascular Disease,7
282,F,1767,West,non-urban,Medical,6
861,M,2732,Northeast,non-urban,Adult Medicine,7
399,M,2633,West,urban,Cardiovascular Disease,8
555,M,3497,Midwest,non-urban,Medical,7
303,M,1572,South,non-urban,Cardiovascular Disease,7
3772,M,10067,Northeast,non-urban,Cardiovascular Disease,8
690,M,2865,Midwest,non-urban,Interventional Cardiology,7
339,F,2277,South,non-urban,Family,7
802,M,2251,Northeast,non-urban,Cardiovascular Disease,7
1381,M,5057,South,urban,Nephrology,7
1943,M,9978,Northeast,urban,Adolescent Medicine,8
693,F,1361,Northeast,non-urban,Pulmonary Disease,7
764,M,3618,Midwest,urban,Cardiovascular Disease,8
1286,M,4797,Northeast,non-urban,Geriatric Medicine,7
619,F,4179,South,non-urban,Psych/Mental Health,3
3203,M,16326,South,non-urban,Adult Medicine,8
1368,F,11962,South,urban,Family,7
293,F,1705,Midwest,non-urban,Family,7
463,M,2584,West,non-urban,Medical,7
180,F,1160,South,non-urban,Geriatric Medicine,7
3222,M,2576,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
564,F,2794,Midwest,non-urban,Medical,6
429,F,3010,Midwest,non-urban,Adolescent Medicine,6
1759,M,4242,Midwest,urban,"Endocrinology, Diabetes & Metabolism",7
1372,M,5980,Northeast,non-urban,Neurology,6
186,F,1201,West,urban,Family,6
584,M,3318,Northeast,non-urban,Cardiovascular Disease,7
179,M,1854,South,non-urban,Hematology & Oncology,6
829,M,5999,South,urban,Interventional Cardiology,7
713,M,5399,West,urban,Pain Medicine,7
465,F,2013,West,non-urban,Nephrology,7
561,F,2818,Northeast,non-urban,Adult Medicine,7
423,M,4000,South,non-urban,Psychiatry,6
660,M,1012,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
1377,F,1257,Midwest,urban,"Endocrinology, Diabetes & Metabolism",8
143,F,1556,West,non-urban,Family,6
585,F,3899,West,urban,Family,6
685,M,5323,Northeast,non-urban,Medical,3
809,F,1703,Northeast,non-urban,Neurology,6
361,M,2888,Midwest,non-urban,Psychiatry,8
3705,M,5131,South,non-urban,Adult Medicine,8
148,F,1397,South,urban,Family,6
929,F,2398,Northeast,non-urban,Infectious Disease,7
1361,F,6526,Northeast,non-urban,Cardiovascular Disease,8
3360,M,8461,South,non-urban,Cardiovascular Disease,7
569,F,1863,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
389,F,1956,South,non-urban,Family,2
230,F,3352,West,urban,Family,5
349,F,1385,Midwest,urban,Neurology,8
625,M,4713,South,non-urban,Cardiovascular Disease,7
306,M,1688,Northeast,non-urban,Gastroenterology,7
1496,M,7452,South,non-urban,Cardiovascular Disease,8
1250,M,1826,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
653,M,5712,South,urban,Interventional Pain Medicine,7
221,F,1922,South,urban,Family,8
152,F,2814,South,non-urban,Family,6
533,F,4002,South,non-urban,Psychiatry,7
756,M,6292,Northeast,non-urban,Neurology,7
580,M,3194,South,non-urban,Cardiovascular Disease,7
2531,M,9119,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
653,F,4147,Midwest,urban,Medical,2
453,F,3827,West,non-urban,Family,5
989,F,5910,South,urban,Psych/Mental Health,7
96,F,1647,Midwest,non-urban,Family,7
933,M,3512,South,urban,Cardiovascular Disease,8
162,M,1367,Midwest,non-urban,Geriatric Medicine,6
663,F,2048,Northeast,non-urban,Nephrology,7
309,M,2768,South,urban,Nephrology,7
2738,M,8852,Northeast,non-urban,Geriatric Medicine,7
460,F,2051,Midwest,urban,Adult Health,6
1563,M,3427,Midwest,non-urban,Neurology,8
1025,M,3418,South,non-urban,Cardiovascular Disease,7
528,M,2476,Midwest,non-urban,Adult Medicine,7
1348,M,8285,South,urban,Cardiovascular Disease,7
3047,M,1748,Northeast,non-urban,Infectious Disease,7
1233,F,718,South,urban,Medical,4
547,F,2387,South,non-urban,Family,8
1444,M,5128,Northeast,non-urban,Neurology,7
247,M,3320,South,non-urban,Neurology,8
402,F,2827,South,urban,Family,1
1848,M,5227,West,non-urban,Neurology,7
386,F,3123,South,non-urban,Family,7
786,M,5482,South,non-urban,Psychiatry,7
475,M,3111,West,non-urban,Psychiatry,7
938,F,1144,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
260,M,1681,South,urban,Adult Medicine,5
809,F,3655,South,urban,Cardiovascular Disease,7
755,F,7425,South,non-urban,Pain Medicine,7
2353,M,5384,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",8
833,F,5589,Midwest,urban,Gerontology,7
1311,F,7317,Midwest,urban,Family,3
203,F,1793,Northeast,urban,Family,1
105,F,1525,West,non-urban,Family,2
1533,M,9394,Northeast,urban,Cardiovascular Disease,7
505,M,3324,South,urban,Neurology,8
944,F,5628,Midwest,urban,Geriatric Medicine,7
2989,F,15450,South,non-urban,Geriatric Medicine,8
277,M,2557,West,urban,Pain Medicine,7
422,M,2515,West,non-urban,Cardiovascular Disease,8
555,F,810,Northeast,non-urban,Infectious Disease,7
435,F,2933,Midwest,urban,Psych/Mental Health,2
576,M,2488,Midwest,urban,Pulmonary Disease,7
335,M,1852,West,non-urban,Psychiatry,7
1402,M,684,Northeast,non-urban,Infectious Disease,7
515,M,2710,South,urban,Psychiatry,6
265,M,1945,Midwest,non-urban,Medical,7
911,M,4392,Midwest,urban,Psychiatry,7
1223,F,7657,Northeast,non-urban,Geriatric Medicine,7
321,M,1563,South,urban,Nephrology,5
3317,M,12021,South,urban,Geriatric Medicine,6
478,F,3964,South,non-urban,Family,7
361,F,1451,South,urban,Nephrology,8
2060,M,8403,South,urban,Cardiovascular Disease,7
304,F,1785,Northeast,urban,Adult Health,7
344,M,2896,Northeast,non-urban,Cardiovascular Disease,7
405,M,2418,Midwest,urban,Neurology,6
510,F,2185,South,urban,Family,5
891,F,1139,West,urban,Infectious Disease,7
3409,F,4046,South,urban,"Endocrinology, Diabetes & Metabolism",8
1608,M,5595,South,urban,Interventional Cardiology,7
943,M,2108,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
2317,M,1260,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",6
378,F,1129,West,urban,Family,7
279,M,1204,West,urban,Infectious Disease,7
253,F,2810,South,non-urban,Family,5
870,M,5166,West,non-urban,Cardiovascular Disease,7
662,M,2082,Midwest,non-urban,Neurology,8
183,F,1554,South,urban,Family,8
632,M,2517,Midwest,non-urban,Medical,6
243,M,4020,South,non-urban,Neurology,7
849,M,3144,Midwest,urban,Nephrology,7
647,M,2383,South,urban,Nephrology,7
665,M,6485,West,urban,Psychiatry,7
578,M,1923,South,urban,Cardiovascular Disease,8
137,M,1611,South,urban,Sports Medicine,5
1234,M,5059,South,non-urban,Cardiovascular Disease,7
1517,M,10281,Midwest,non-urban,Adolescent Medicine,7
1185,M,3445,Northeast,non-urban,Neurology,7
230,F,2133,South,urban,Family,3
783,F,4838,South,urban,Primary Care,8
252,F,1248,West,urban,Family,7
1293,M,4813,Northeast,non-urban,Interventional Cardiology,8
2219,F,1843,South,non-urban,Family,5
1414,M,5611,South,non-urban,Cardiovascular Disease,7
176,F,1221,Midwest,non-urban,Family,7
1699,F,2090,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
267,M,2337,South,non-urban,Neurology,7
194,F,1938,South,urban,Family,2
162,F,1258,Northeast,non-urban,Family,7
1671,F,2142,West,urban,Infectious Disease,7
803,M,2171,Northeast,non-urban,Cardiovascular Disease,8
694,M,3133,West,non-urban,Neurology,7
912,M,2535,Northeast,non-urban,Cardiovascular Disease,7
1323,M,3663,Midwest,urban,Neurology,8
95,F,1563,Midwest,urban,Family,4
438,F,3920,South,urban,Family,2
1350,M,5839,Northeast,non-urban,Pulmonary Disease,7
1370,M,6609,Midwest,non-urban,Cardiovascular Disease,8
285,F,2223,Midwest,non-urban,Medical,5
518,M,1824,Northeast,non-urban,Medical,6
753,M,2780,West,non-urban,"Endocrinology, Diabetes & Metabolism",8
489,M,4621,South,non-urban,Interventional Cardiology,8
450,M,2808,Northeast,non-urban,Cardiovascular Disease,7
500,F,2878,Northeast,non-urban,Primary Care,7
222,F,1891,Northeast,non-urban,Family,6
198,M,4521,South,urban,Neurology,7
1261,M,5918,South,urban,Cardiovascular Disease,7
438,M,2203,South,non-urban,Nephrology,7
375,F,3111,Midwest,non-urban,Adult Medicine,7
693,F,3096,South,non-urban,Family,6
493,M,3293,Midwest,non-urban,Psychiatry,6
1412,M,9765,South,non-urban,Pain Medicine,7
50,M,1393,Midwest,urban,Adult Medicine,5
256,M,2212,Northeast,non-urban,Gastroenterology,7
1193,M,1996,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
486,M,1731,South,urban,Nephrology,8
199,M,1341,South,urban,Family,3
742,M,1045,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
1222,M,1943,West,non-urban,Pulmonary Disease,8
657,M,3272,South,non-urban,Cardiovascular Disease,7
883,F,4979,West,urban,Family,5
509,M,1778,South,non-urban,Interventional Cardiology,7
1200,F,8358,South,non-urban,Geriatric Medicine,7
742,M,2927,Midwest,non-urban,Psychiatry,7
764,M,3086,South,non-urban,Cardiovascular Disease,8
235,M,2138,South,non-urban,Psychiatry,5
1302,M,9290,South,non-urban,Pain Medicine,8
629,M,3131,South,urban,Family,6
981,F,3904,South,urban,Child & Adolescent Psychiatry,8
430,F,2308,South,urban,Family,4
246,F,3080,West,non-urban,Family,7
607,F,1453,South,non-urban,Rheumatology,7
319,M,2559,Northeast,non-urban,Cardiovascular Disease,7
1184,M,3738,Northeast,non-urban,Cardiovascular Disease,7
169,F,994,South,non-urban,Family,5
5434,M,25400,South,urban,Geriatric Medicine,8
325,M,1881,South,urban,Nephrology,7
142,F,1958,West,urban,Family,7
669,M,3726,Northeast,non-urban,Neurology,7
1215,M,7164,South,non-urban,Family,2
786,M,3570,Northeast,non-urban,Cardiovascular Disease,7
227,F,1655,Midwest,non-urban,Family,5
553,F,4369,West,urban,Adult Health,7
888,M,4173,West,urban,Psychiatry,7
437,F,2838,South,urban,Family,2
289,F,1805,South,non-urban,Family,1
492,F,2071,South,urban,Family,1
1297,M,6238,South,urban,Gastroenterology,7
191,M,1595,South,non-urban,Nephrology,8
1141,M,7690,Midwest,non-urban,Cardiovascular Disease,7
780,M,2814,Midwest,non-urban,Psychiatry,8
198,F,2032,South,non-urban,Psychiatry,7
748,F,4820,Northeast,urban,Psychiatry,7
798,M,7611,Northeast,non-urban,Cardiovascular Disease,7
968,M,2113,South,urban,Pulmonary Disease,7
969,M,5212,Northeast,urban,Cardiovascular Disease,8
1366,F,9305,South,non-urban,Medical,7
972,M,6068,Midwest,non-urban,Psychiatry,7
958,F,5565,South,urban,Psych/Mental Health,7
410,M,1973,Midwest,non-urban,Psychiatry,6
335,M,2820,Northeast,non-urban,Psychiatry,7
355,F,1784,Midwest,non-urban,Family,6
1185,M,6063,South,non-urban,Cardiovascular Disease,8
198,M,1605,South,urban,Family,5
533,F,1610,Northeast,non-urban,Gerontology,7
546,M,1687,West,non-urban,Cardiovascular Disease,8
879,F,918,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
874,M,2704,West,urban,Cardiovascular Disease,6
352,M,6792,South,non-urban,Psychiatry,8
1861,F,14384,Midwest,non-urban,Geriatric Medicine,7
1261,M,4306,South,urban,Cardiovascular Disease,8
415,M,1389,Northeast,non-urban,Geriatric Medicine,6
1506,F,6367,Northeast,non-urban,Geriatric Medicine,6
1243,M,7981,South,non-urban,Rheumatology,8
273,F,2041,West,urban,Family,7
419,F,2046,South,urban,Medical,7
281,F,1622,West,urban,Family,7
580,M,3088,West,urban,Cardiovascular Disease,6
1463,M,4332,Midwest,urban,Cardiovascular Disease,8
462,M,5185,Midwest,urban,Medical,8
917,F,5205,South,non-urban,Family,7
1503,F,4382,South,non-urban,Family,7
1207,M,1642,Northeast,non-urban,Neurology,7
1094,M,5514,South,urban,Family,7
1538,M,9368,South,urban,Cardiovascular Disease,7
907,M,4615,Northeast,non-urban,Interventional Cardiology,7
171,F,1038,Northeast,non-urban,Adult Health,7
345,M,1822,Midwest,non-urban,Hematology & Oncology,7
639,F,2958,Midwest,non-urban,Nephrology,8
576,M,3574,South,non-urban,Psychiatry,7
611,F,1915,Midwest,urban,Family,6
721,M,2440,South,non-urban,Cardiovascular Disease,8
123,F,1687,Midwest,non-urban,Family,5
506,F,2936,South,non-urban,Family,7
451,F,3589,Northeast,urban,Psych/Mental Health,7
1517,F,6216,Northeast,non-urban,Cardiovascular Disease,7
334,F,1654,Midwest,non-urban,Adult Health,2
374,M,942,Northeast,non-urban,Adult Health,1
729,F,4845,West,urban,Family,7
426,M,826,Northeast,urban,Infectious Disease,7
634,F,4251,Midwest,urban,Psychiatry,6
2371,M,2404,South,non-urban,"Endocrinology, Diabetes & Metabolism",6
423,F,2614,Midwest,non-urban,Psychiatry,7
3714,M,9728,South,non-urban,Cardiovascular Disease,7
512,M,4272,Midwest,urban,Psychiatry,7
680,F,2528,South,urban,Family,3
1197,F,4324,West,urban,Psychiatry,6
466,M,2972,Northeast,non-urban,Family,7
1039,M,5006,Northeast,non-urban,Nephrology,7
559,M,4892,South,non-urban,Psychiatry,7
1807,M,9541,Midwest,non-urban,Nephrology,8
982,M,10634,Midwest,urban,Psychiatry,7
308,F,2063,Midwest,urban,Medical,7
1816,M,3152,South,urban,"Endocrinology, Diabetes & Metabolism",7
341,M,1564,Midwest,non-urban,Psychiatry,6
223,F,1652,West,non-urban,Family,7
1124,F,4459,Midwest,urban,Psychiatry,8
1885,M,8876,South,non-urban,Neurology,7
629,M,4475,Midwest,non-urban,Psychiatry,7
426,F,2299,Northeast,non-urban,Medical,1
3189,M,8942,Midwest,non-urban,Cardiovascular Disease,7
218,F,2896,Northeast,urban,Neurology,6
2392,M,1493,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
1150,F,1404,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
558,F,3024,Midwest,urban,Psychiatry,7
507,M,2351,South,urban,Medical,8
511,M,3100,Midwest,non-urban,Psychiatry,7
1702,M,6962,South,non-urban,Cardiovascular Disease,7
4982,M,19644,Midwest,non-urban,Psychiatry,7
1355,M,8557,Midwest,non-urban,Geriatric Medicine,8
898,M,1378,Northeast,urban,Medical,8
316,F,1400,South,urban,Family,6
921,M,5588,Northeast,urban,Adult Medicine,7
195,M,4033,South,urban,Psychiatry,8
555,M,2683,South,urban,Medical,7
181,F,1911,South,urban,Family,7
1073,M,3949,Northeast,non-urban,Neurology,7
202,M,1673,Midwest,non-urban,Neurology,7
703,M,5433,Northeast,non-urban,Infectious Disease,8
736,M,3359,West,urban,Cardiovascular Disease,7
1011,F,3496,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
204,M,1099,South,non-urban,Hematology & Oncology,8
384,F,2966,West,urban,Psychiatry,7
1749,M,16356,South,urban,Cardiovascular Disease,7
240,F,1985,South,non-urban,Family,6
490,M,1181,Northeast,non-urban,Hematology & Oncology,7
950,M,3243,West,non-urban,Pulmonary Disease,8
3218,M,4637,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
462,M,3626,South,non-urban,Family,4
623,M,3519,South,urban,Nephrology,8
374,M,3019,South,urban,Hematology & Oncology,7
588,M,3759,South,non-urban,Cardiovascular Disease,8
751,M,5745,Midwest,urban,Psychiatry,7
1220,F,1460,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
474,M,2704,West,non-urban,Adult Medicine,7
507,F,1817,South,non-urban,Rheumatology,7
